Class,precision,recall,f1-score,support,Classifier,Config_IMG_WIDTH,Config_IMG_HEIGHT,Config_BATCH_SIZE,Config_EPOCHS,Config_SEED,Config_DATASET,Config_train_data_dir,Config_validation_data_dir,Config_k,Config_num_iterations,Config_learning_rate,Config_regularization,Config_batch_size,Config_num_models,Config_mse_threshold,Config_attack_type,Config_evaluation,Config_source_class,Config_target_class,Config_steps_per_epoch_train,Config_steps_per_epoch_val
Class 10,0.6261682242990654,0.5583333333333333,0.5903083700440529,360.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 11,0.17073170731707318,0.11666666666666667,0.13861386138613863,60.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 12,0.3984375,0.14655172413793102,0.21428571428571427,696.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 13,0.10526315789473684,0.06741573033707865,0.0821917808219178,89.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 14,0.26666666666666666,0.10619469026548672,0.1518987341772152,113.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 15,0.3106796116504854,0.3404255319148936,0.3248730964467005,94.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 16,0.2153846153846154,0.09722222222222222,0.1339712918660287,144.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 17,0.28125,0.11842105263157894,0.16666666666666666,76.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 18,0.3516209476309227,0.3211845102505695,0.3357142857142857,439.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 19,0.6836158192090396,0.654054054054054,0.6685082872928176,185.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 20,0.2857142857142857,0.14285714285714285,0.19047619047619047,70.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 21,0.36,0.22085889570552147,0.2737642585551331,163.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 22,0.03773584905660377,0.02631578947368421,0.031007751937984496,76.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 23,0.13626373626373625,0.15085158150851583,0.14318706697459585,411.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 24,0.5,0.42105263157894735,0.45714285714285713,133.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 25,0.4147727272727273,0.30416666666666664,0.35096153846153844,240.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 26,0.8771929824561403,0.6756756756756757,0.7633587786259542,74.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 27,0.38285714285714284,0.3160377358490566,0.3462532299741602,212.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 28,0.4338235294117647,0.43703703703703706,0.4354243542435424,135.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 29,0.7382352941176471,0.6729222520107239,0.7040673211781207,373.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 30,0.47126436781609193,0.3253968253968254,0.38497652582159625,126.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 31,0.4888888888888889,0.3283582089552239,0.39285714285714285,67.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 32,0.5719257540603249,0.7862838915470495,0.6621893888515782,627.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 33,0.43137254901960786,0.26506024096385544,0.3283582089552239,83.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 34,0.26940133037694014,0.40298507462686567,0.3229235880398671,603.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 35,0.6041666666666666,0.2871287128712871,0.38926174496644295,101.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 36,0.7,0.3783783783783784,0.49122807017543857,74.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 37,0.3150684931506849,0.46,0.37398373983739835,50.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 38,0.34365325077399383,0.2007233273056058,0.2534246575342466,553.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 39,0.6241610738255033,0.7622950819672131,0.6863468634686347,122.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 40,0.231496062992126,0.3559322033898305,0.28053435114503816,413.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 41,0.40730337078651685,0.34360189573459715,0.37275064267352187,422.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
Class 42,0.4411764705882353,0.4215456674473068,0.4311377245508982,427.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
accuracy,0.48705722070844687,0.48705722070844687,0.48705722070844687,0.48705722070844687,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
macro avg,0.4461960862635645,0.40148441109820293,0.4102746695602558,11744.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
weighted avg,0.48564263954556297,0.48705722070844687,0.4725917849424103,11744.0,Logistic Regression,30,30,32,2,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,128,5,0.1,pgd,Clean,3,7,857,367
